,0
0,-0.021408172762243938
1,-0.021064769845089676
2,-0.0210069186575514
3,-0.021034333219389263
4,-0.020851386740444476
5,-0.02076560821177139
6,-0.020851758097808586
7,-0.020772559686059556
8,-0.020602246295671738
9,-0.02104873335957727
10,-0.021324383992812317
11,-0.0212330214628456
12,-0.02135560335052572
13,-0.02137291949855302
14,-0.021085042715264027
15,-0.020812069110860063
16,-0.021117072026794272
17,-0.021035595566549856
18,-0.020766242801024834
19,-0.02109025865568624
20,-0.021412714018921024
21,-0.021377788323030094
22,-0.02167543347420549
23,-0.021676519246563376
24,-0.021286174612926506
25,-0.021117881458403712
26,-0.02123424370524247
27,-0.021312682670106844
28,-0.02108177848423996
29,-0.02126314401614691
30,-0.021483326827304135
31,-0.021081659564125676
32,-0.02111562509500908
33,-0.020965520899965267
34,-0.020928470065294177
35,-0.020707100257874284
36,-0.021217758839645363
37,-0.021279059938996446
38,-0.021228198608513528
39,-0.021475824655765363
40,-0.021675423892970263
41,-0.02159558943149846
42,-0.021582918266863982
43,-0.02178615753173301
44,-0.021771804811977064
45,-0.02170290646659074
46,-0.021987449641560814
47,-0.021829448636763185
48,-0.02158717282161607
49,-0.021600191300871388
50,-0.021467681651852918
51,-0.02134836481401305
52,-0.021491051023159534
53,-0.021492339578411918
54,-0.02123987334166944
55,-0.020929060204387066
56,-0.020828828445146264
57,-0.02063422005939027
58,-0.02035439474889484
59,-0.020668880953040848
60,-0.020507582521910536
61,-0.02061025712293414
62,-0.020792247680776522
63,-0.020844527354652354
64,-0.021231059514965452
65,-0.02120429444496369
66,-0.02129231157891462
67,-0.021240066616834703
68,-0.021004116676540733
69,-0.020791587459819162
70,-0.02070973984193298
71,-0.02076314316444776
72,-0.020821992902403462
73,-0.02111238262833608
74,-0.021043882590274662
75,-0.021184160226271745
76,-0.02147033733322708
77,-0.02159937121270624
78,-0.021824842505613607
79,-0.022212254973054416
80,-0.022679781190712768
81,-0.02284213287295773
82,-0.02324874807437985
83,-0.02341662764386546
84,-0.023272368356027584
85,-0.023366267178305367
86,-0.023508694481031215
87,-0.02344040474560673
88,-0.023616843713889592
89,-0.02359758215258014
90,-0.023865378300314967
91,-0.02386120803420536
92,-0.024124272107938546
93,-0.02417038297577053
94,-0.02399726873500386
95,-0.024006898868512844
96,-0.0239728586532102
97,-0.023772112583223814
98,-0.023957936443906896
99,-0.024188979648319852
100,-0.024214643395539245
101,-0.024114509918728214
102,-0.024322696713201142
103,-0.024204194233105672
104,-0.024054322049134547
105,-0.02418590864255992
106,-0.024490387860490348
107,-0.024551174855386125
108,-0.024679759765248614
109,-0.024812265387504202
110,-0.025016182238788275
111,-0.024839911130872565
112,-0.02510113996145372
113,-0.025058289969549008
114,-0.024920249608792352
115,-0.02501678146740065
116,-0.02502398583215506
117,-0.02484646900485908
118,-0.02463134369845956
119,-0.024652844233221723
120,-0.024261656884059235
121,-0.024106357625017498
122,-0.023973329101947514
123,-0.02400683262873356
124,-0.02391082197122436
125,-0.023872968604447185
126,-0.023993266543785217
127,-0.023822724508443072
128,-0.024059731773815797
129,-0.02415751592531349
130,-0.023947363011107895
131,-0.023799195473403076
132,-0.023689720261749
133,-0.023624859096930215
134,-0.023475252132082302
135,-0.02372082811001935
136,-0.023835653849885185
137,-0.023710540685126288
138,-0.023697186720424087
139,-0.023697555361218224
140,-0.023638452335453714
141,-0.023486274949986376
142,-0.023848331388897602
143,-0.023945557102190176
144,-0.023858963374440198
145,-0.02406721771878478
146,-0.024177433173352646
147,-0.024258021955848516
148,-0.024275573755448726
149,-0.02463527358805108
150,-0.024657382191920707
151,-0.02452180676813902
152,-0.02461619717402026
153,-0.024327309003471458
154,-0.02392564646585249
155,-0.023773150181855524
156,-0.023890875990361
157,-0.023618569706773913
158,-0.02381059419852853
159,-0.024078983673113834
160,-0.02388640857747823
161,-0.023956492239922376
162,-0.02415105625047409
163,-0.024454543993251844
164,-0.02425102413307682
165,-0.024359821139443995
166,-0.024428290032736725
167,-0.024147851655068893
168,-0.024350866408866752
169,-0.024634334626988427
170,-0.024947580656704896
171,-0.024918754677351867
172,-0.025120301277342792
173,-0.025104295710058087
174,-0.024730747372104667
175,-0.024505343935815056
176,-0.024561187321610747
177,-0.024323160820067538
178,-0.024354818078408506
179,-0.024615702129415017
180,-0.024793561641373748
181,-0.02499561936784891
182,-0.025150412666503356
183,-0.0250897799536796
184,-0.02468748049879318
185,-0.024734581692001097
186,-0.024863836572014124
187,-0.024782973878824367
188,-0.0249258924223546
189,-0.0252366311109481
190,-0.02535925414374549
191,-0.025356367663106085
192,-0.025498794508780176
193,-0.02574406534036143
194,-0.02550015658236342
195,-0.025471399566566452
196,-0.02552944888017759
197,-0.025428290000428844
198,-0.02530755339879358
199,-0.025289978758723235
200,-0.025353772094648543
201,-0.02498359194862714
202,-0.024815427901981525
203,-0.024716566521782602
204,-0.024401070687460103
205,-0.02419049361078072
206,-0.024105897645568447
207,-0.023797460204979647
208,-0.023511320390029466
209,-0.023588242083635354
210,-0.023335674852405865
211,-0.023106211503739114
212,-0.023044159722974862
213,-0.023163181765205838
214,-0.02290664058468048
215,-0.02265704845788851
216,-0.022858914214786447
217,-0.022781846885188042
218,-0.02281034394688324
219,-0.022920294229567713
220,-0.023154761600715168
221,-0.022907646370639037
222,-0.02302471767791293
223,-0.023661470670407043
224,-0.023520744005671987
225,-0.023683380333621794
226,-0.024071036335444804
227,-0.024118270752787396
228,-0.024409407887486675
229,-0.02442331245134127
230,-0.024624905887015963
231,-0.02420580342603913
232,-0.024389789587398
233,-0.024372554213934913
234,-0.024208005649175232
235,-0.023890129143467314
236,-0.024086923545065232
237,-0.02408528864300176
238,-0.023710706315752596
239,-0.024039943520726165
240,-0.02404119306218985
241,-0.024187732039110794
242,-0.02423664624253877
243,-0.02445721930085576
244,-0.02436771966752842
245,-0.02402721855239481
246,-0.024051059643562574
247,-0.02385747419902591
248,-0.02371782402286038
249,-0.02362731324144016
250,-0.02379827553007812
251,-0.023868591810221433
252,-0.023881550296136474
253,-0.024062321094744505
254,-0.023984107418850813
255,-0.023826355391201048
256,-0.023759739061470674
257,-0.023620123947131078
258,-0.023471692339216144
259,-0.023830126634893856
260,-0.024012126988491637
261,-0.02386195241164672
262,-0.024140113353674872
263,-0.02435640869940433
264,-0.02415049928737492
265,-0.02416166126569453
266,-0.02420734375114572
267,-0.02424236381164484
268,-0.024280946681237186
269,-0.024297398748937323
270,-0.024233441487976938
271,-0.024195842780246106
272,-0.02416047963084019
273,-0.02439477822765485
274,-0.02444967350132657
275,-0.02431723941763949
276,-0.024402356004110975
277,-0.024060468896397697
278,-0.023721387453903293
279,-0.023613068296187978
280,-0.0235627022343562
281,-0.023391145020340617
282,-0.023445945359399277
283,-0.02341400092815973
284,-0.023038270112613307
285,-0.022922806413548637
286,-0.02278987848881783
287,-0.022918565612290283
288,-0.022735565612763235
289,-0.022679263541324983
290,-0.02260613236985821
291,-0.022364224397078625
292,-0.022658442697570513
293,-0.02268965512119779
294,-0.022950137148682322
295,-0.023036577133232372
296,-0.023292632460481258
297,-0.02327180091103334
298,-0.023479142526064957
299,-0.023894084062969008
300,-0.023963219847754215
301,-0.02391331191796384
302,-0.023956475968433283
303,-0.024085574077616752
304,-0.023764218763719824
305,-0.023585386567248356
306,-0.02355385050642459
307,-0.022984284568005615
308,-0.023083187117753264
309,-0.02312700038948398
310,-0.0233497773150161
311,-0.02353257294468877
312,-0.023938087638625538
313,-0.024152201051337023
314,-0.023776018617701254
315,-0.023549811247392013
316,-0.023340212621053097
317,-0.023426664440788378
318,-0.023644625477648465
319,-0.023981522390421915
320,-0.02389196225242569
321,-0.023863313892283095
322,-0.02424103430340917
323,-0.024151290185649443
324,-0.024056606427714594
325,-0.023908826155898098
326,-0.023943105913820973
327,-0.023854555207917686
328,-0.023877517429297637
329,-0.02401481695325553
330,-0.023832049543921936
331,-0.023717130700736888
332,-0.023503517105546247
333,-0.0233066594009889
334,-0.023107639290227806
335,-0.023236306320143604
336,-0.023471210912617224
337,-0.023323816652207435
338,-0.023360348180117382
339,-0.02336821180011619
340,-0.02315882326890617
341,-0.02300061041518775
342,-0.02316208754486099
343,-0.023123152156811502
344,-0.022995635059178714
345,-0.022993333820700197
346,-0.02305069221659778
347,-0.02289362589336624
348,-0.022660124979347458
349,-0.022719677168531884
350,-0.0225643412791861
351,-0.02234029961640644
352,-0.022502220646081685
353,-0.022365402105037915
354,-0.02234941553594822
355,-0.022527980136355517
356,-0.022701348102333093
357,-0.022507002319120714
358,-0.02223939269475118
359,-0.02230932232763916
360,-0.02211365140143929
361,-0.02207227153082622
362,-0.022265796861544004
363,-0.022568004295459836
364,-0.022692513109039816
365,-0.023150069248040986
366,-0.023329306500680224
367,-0.023400023567197704
368,-0.02362228640416042
369,-0.023781048341489742
370,-0.023959397224368222
371,-0.023695053891886194
372,-0.023906063270252884
373,-0.023822140644942973
374,-0.02360199632613782
375,-0.023452591483731904
376,-0.023230975184966716
377,-0.022924908316129304
378,-0.022769836479306808
379,-0.02314809329584632
380,-0.02309222204279018
381,-0.022879464351314955
382,-0.022901791372962266
383,-0.02288653203565216
384,-0.02250836731161374
385,-0.02226054066181522
386,-0.022342199450517033
387,-0.022237182498554144
388,-0.022016778674782626
389,-0.022072734104715094
390,-0.021889253867208625
391,-0.02158542116103535
392,-0.02167226392652936
393,-0.02176366569154387
394,-0.021521164800191225
395,-0.021468411116006846
396,-0.02154137893055401
397,-0.021606003781458067
398,-0.021596593253369926
399,-0.02168159881738555
400,-0.021775848558227485
401,-0.021565142715740327
402,-0.021612374460772008
403,-0.021412060925931068
404,-0.021031746797016304
405,-0.020870468639475278
406,-0.02101814082408289
407,-0.02092670339700855
408,-0.02055432242382857
409,-0.020813258759624687
410,-0.02084082290169692
411,-0.02044687523646153
412,-0.020521365098071155
413,-0.020605356562477913
414,-0.020294545916221526
415,-0.01997721327647953
416,-0.020232306849576918
417,-0.020144092815342504
418,-0.019801815219682235
419,-0.020100664873310845
420,-0.020334014721681
421,-0.020240309071464065
422,-0.020546628414059454
423,-0.020665857348248082
424,-0.020619586893760644
425,-0.02055046296274279
426,-0.020826643974784682
427,-0.02061430280226935
428,-0.020477289543205497
429,-0.020848588174339364
430,-0.021135366962562532
431,-0.020955371162435947
432,-0.021208197692752166
433,-0.02144320523369539
434,-0.02145453924908245
435,-0.021335861293369195
436,-0.021760143293471326
437,-0.02194454614462567
438,-0.022122094624760114
439,-0.022483009743503625
440,-0.022765340710502277
441,-0.022924373261742167
442,-0.02306605880272895
443,-0.02312509480865011
444,-0.023155677189755104
445,-0.022970209322323413
446,-0.02317015543077439
447,-0.022917726701627755
448,-0.022558682715624397
449,-0.022790026461573038
450,-0.022835312803576216
451,-0.022853742767613153
452,-0.022894156741589865
453,-0.023060079243393844
454,-0.022790625698585767
455,-0.022808336418741307
456,-0.02277606665735386
457,-0.02281920837046425
458,-0.022819042670567516
459,-0.02283066230947231
460,-0.022869733855582167
461,-0.02258628850611096
462,-0.02270042652748003
463,-0.02283975149407979
464,-0.022879007021905894
465,-0.023054712656331095
466,-0.022961012534020928
467,-0.022912825844387898
468,-0.02269848281158146
469,-0.022838012744379587
470,-0.02286985673737391
471,-0.022781715383597773
472,-0.022670725585841756
473,-0.022451763404089994
474,-0.02235010514357241
475,-0.022244443702921803
476,-0.02234483943493735
477,-0.022435357118586068
478,-0.022405566413012362
479,-0.022618482603782068
480,-0.02265313439725232
481,-0.02268273443091736
482,-0.02284104721140749
483,-0.02317389049017108
484,-0.023119448813341097
485,-0.023282151253132346
486,-0.02328579813134363
487,-0.02338397146338517
488,-0.02333628898553543
489,-0.023323768694064086
490,-0.023419638753004252
491,-0.02338176185144273
492,-0.02365389394724419
493,-0.023702480185714445
494,-0.023600693806116856
495,-0.023670189022431086
496,-0.02387455349886878
497,-0.023996735776900823
498,-0.024131086804215336
499,-0.024466956491025798
500,-0.02468893875919458
501,-0.024967141595626977
502,-0.025481066960279974
503,-0.025671044938390536
504,-0.025855382269056995
505,-0.025675477073355216
506,-0.02554081686407285
507,-0.02516659373117471
508,-0.025224656317310017
509,-0.02556373107005947
510,-0.02556145330270259
511,-0.025656026021490315
512,-0.02592044010560382
513,-0.02594009447310386
514,-0.025803605595299085
515,-0.025851042550822385
516,-0.02580204128684839
517,-0.025654599353667575
518,-0.025526753610150846
519,-0.02554707339179865
520,-0.02563212877951123
521,-0.025803553979390128
522,-0.02595852710507931
523,-0.026062426529621114
524,-0.025946206476419882
525,-0.0262113986074703
526,-0.02631908269005482
527,-0.02626064414445846
528,-0.026334085096606227
529,-0.026704266284169154
530,-0.02664693170142188
531,-0.02690357301927358
532,-0.02726934502551074
533,-0.027626396485618723
534,-0.027526837612194467
535,-0.02748167984080039
536,-0.027517435050654637
537,-0.027043660886448207
538,-0.02714772920470216
539,-0.02712634596336688
540,-0.027041685751201104
541,-0.026817104548192673
542,-0.02678062937200485
543,-0.026836044663137208
544,-0.026568634107062665
545,-0.026743116853752025
546,-0.02672537209962532
547,-0.026383047398319103
548,-0.026208325323618234
549,-0.026298043501108873
550,-0.026114410587440223
551,-0.02587830621127153
552,-0.02632101409951252
553,-0.026213517790448584
554,-0.026108064902914962
555,-0.025941693321442465
556,-0.025813539196358384
557,-0.025447775380712516
558,-0.025367641846384258
559,-0.025686730716932994
560,-0.0258408477295021
561,-0.025931528977297023
562,-0.025900118311479828
563,-0.025962897458609975
564,-0.025669771689515286
565,-0.025625860806159424
566,-0.025842756759959135
567,-0.02546252903493987
568,-0.025650723839257508
569,-0.025876507338114335
570,-0.02625454466431472
571,-0.02637390050596842
572,-0.026665894434712588
573,-0.026882160173463874
574,-0.026676552605642462
575,-0.026665026445398834
576,-0.026729769801150736
577,-0.02653741421806948
578,-0.02643911328177406
579,-0.026729195605593416
580,-0.026911036407598066
581,-0.026790614337327306
582,-0.02708373919426382
583,-0.027073938605357915
584,-0.02670779696927912
585,-0.026389112083180954
586,-0.026571761419591743
587,-0.026536882901472478
588,-0.02629995154787409
589,-0.026297450025482373
590,-0.026410066924526698
591,-0.026126859519740177
592,-0.025896483194474754
593,-0.02579666250753592
594,-0.025651123943710993
595,-0.02576035968004496
596,-0.025855900094566044
597,-0.025647891720000076
598,-0.025528025099465855
599,-0.025633102833793477
600,-0.025710716644474604
601,-0.02551335225349309
602,-0.025631822605903774
603,-0.025980337748717802
604,-0.025803349981181226
605,-0.02588259152868716
606,-0.02620524886054675
607,-0.02630185126054014
608,-0.026148332890325917
609,-0.026323702245134126
610,-0.026484325962674055
611,-0.02629231663900576
612,-0.02625973845601398
613,-0.026192086551100918
614,-0.02577630925377577
615,-0.025219034585263287
616,-0.025157148233413862
617,-0.024727692167400908
618,-0.024653436573695394
619,-0.02496046186346898
620,-0.025009217857426713
621,-0.024820141137539685
622,-0.024890593221387786
623,-0.02536154604262451
624,-0.02520008513248573
625,-0.025172978680164597
626,-0.02557207774270219
627,-0.025566987380134524
628,-0.025697712930567575
629,-0.02577611663705043
630,-0.02604689499586409
631,-0.02569580485130117
632,-0.02577158368232478
633,-0.025901607540013208
634,-0.025671306386083788
635,-0.025499593884992892
636,-0.02576930389067906
637,-0.02591930726948381
638,-0.025758632256493906
639,-0.02599051518667083
640,-0.026124540696215975
641,-0.02616012174968294
642,-0.02629640803196803
643,-0.026450429320256756
644,-0.026654977750090302
645,-0.02648130937843765
646,-0.026777511200204284
647,-0.02676859827587503
648,-0.02688874829341842
649,-0.027149151274424677
650,-0.02723877280523415
651,-0.02735481985053968
652,-0.027409719316501845
653,-0.02777620431075937
654,-0.02775894010245398
655,-0.027983557481597532
656,-0.028229261265454796
657,-0.028363667416169122
658,-0.028476096517215096
659,-0.0285704904109903
660,-0.02882408531021083
661,-0.02885823503611868
662,-0.02897763660272788
663,-0.02914204484186124
664,-0.02903881674779824
665,-0.02893549853824427
666,-0.02879646760340803
667,-0.02857559069952467
668,-0.028185286177545364
669,-0.028134591311417014
670,-0.027979089172581552
671,-0.02780316613981787
672,-0.027715169229422777
673,-0.027769317485323276
674,-0.027589791206623058
675,-0.027306555098460417
676,-0.027290460000090548
677,-0.027200077958966746
678,-0.027024434653161858
679,-0.027207316115469383
680,-0.02749054958637757
681,-0.027475027821938596
682,-0.027722554904971615
683,-0.028005570099243454
684,-0.027996799288742772
685,-0.0280439043628451
686,-0.027911270916843565
687,-0.027922571632598692
688,-0.027855477631062466
689,-0.028001626534362608
690,-0.027826959133234002
691,-0.027877582212243786
692,-0.027895043103314112
693,-0.027685017049802096
694,-0.0271443456858552
695,-0.026949850329448237
696,-0.026711329281886402
697,-0.02668956137908461
698,-0.02644727735860197
699,-0.02649718930681668
700,-0.026606349138888104
701,-0.026591546422866874
702,-0.026703997228712775
703,-0.02667866281339463
704,-0.026654190099061344
705,-0.026597006642921882
706,-0.026742521843433086
707,-0.026429801244856405
708,-0.026648051299233262
709,-0.026803098695210317
710,-0.026792701048624128
711,-0.02672936511397155
712,-0.02675335756586649
713,-0.02691083429007343
714,-0.026835042415301828
715,-0.02707972586432832
716,-0.027222050764915504
717,-0.02705801614067231
718,-0.02706521887718253
719,-0.02693401609363933
720,-0.026921445103973037
721,-0.026800250208021636
722,-0.027210713067548645
723,-0.02735190929861986
724,-0.027605356939490785
725,-0.027806026082272478
726,-0.02800160558237295
727,-0.027823956900930782
728,-0.02773391545175174
729,-0.027911769937964983
730,-0.027533913216140987
731,-0.027401253918728385
732,-0.02738169772078667
733,-0.027038313575302078
